"","setname","teamName","opponent","season","wonMatch","wonSet","serveErr","setErr","attackErr","freeballErr","ace","kill","stuffBlock","unforcedErrs","earnedPts"
"947","230908 CU vs KS 1-3s4","CU","KS","CU 23","FALSE","FALSE",6,0,4,1,5,26,3,11,34
"948","230908 CU vs KS 1-3s4","KS","CU","23","TRUE","TRUE",6,0,4,1,5,26,3,11,34
"949","230909 CU @ WIchita St 3-0s1","CU","Wichita St","CU 23","TRUE","TRUE",8,1,6,1,3,21,6,16,30
"950","230909 CU @ WIchita St 3-0s1","Wichita St","CU","23","FALSE","FALSE",8,1,6,1,3,21,6,16,30
"951","230909 CU @ WIchita St 3-0s2","CU","Wichita St","CU 23","TRUE","TRUE",4,0,5,1,5,14,7,10,26
"952","230909 CU @ WIchita St 3-0s2","Wichita St","CU","23","FALSE","FALSE",4,0,5,1,5,14,7,10,26
"953","230909 CU @ WIchita St 3-0s3","CU","Wichita St","CU 23","TRUE","TRUE",8,1,3,0,3,28,5,12,36
"954","230909 CU @ WIchita St 3-0s3","Wichita St","CU","23","FALSE","FALSE",8,1,3,0,3,28,5,12,36
"955","230914 CU vs CO St 2-3s1","CO St","CU","23","TRUE","FALSE",6,0,5,0,2,31,4,11,37
"956","230914 CU vs CO St 2-3s1","CU","CO St","CU 23","FALSE","TRUE",6,0,5,0,2,31,4,11,37
"957","230914 CU vs CO St 2-3s2","CO St","CU","23","TRUE","FALSE",7,1,6,0,2,22,10,14,34
"958","230914 CU vs CO St 2-3s2","CU","CO St","CU 23","FALSE","TRUE",7,1,6,0,2,22,10,14,34
"959","230914 CU vs CO St 2-3s3","CO St","CU","23","TRUE","TRUE",7,0,3,0,2,30,4,10,36
"960","230914 CU vs CO St 2-3s3","CU","CO St","CU 23","FALSE","FALSE",7,0,3,0,2,30,4,10,36
"961","230914 CU vs CO St 2-3s4","CO St","CU","23","TRUE","TRUE",7,0,4,0,4,27,8,11,39
"962","230914 CU vs CO St 2-3s4","CU","CO St","CU 23","FALSE","FALSE",7,0,4,0,4,27,8,11,39
"963","230914 CU vs CO St 2-3s5","CO St","CU","23","TRUE","TRUE",3,0,4,0,0,19,2,7,21
"964","230914 CU vs CO St 2-3s5","CU","CO St","CU 23","FALSE","FALSE",3,0,4,0,0,19,2,7,21
"965","230915 CU @ CO St 3-2s1","CO St","CU","23","FALSE","TRUE",2,1,4,0,4,27,4,7,35
"966","230915 CU @ CO St 3-2s1","CU","CO St","CU 23","TRUE","FALSE",2,1,4,0,4,27,4,7,35
"967","230915 CU @ CO St 3-2s2","CO St","CU","23","FALSE","TRUE",6,0,1,1,1,29,7,8,37
"968","230915 CU @ CO St 3-2s2","CU","CO St","CU 23","TRUE","FALSE",6,0,1,1,1,29,7,8,37
"969","230915 CU @ CO St 3-2s3","CO St","CU","23","FALSE","FALSE",3,0,3,0,4,28,6,6,38
"970","230915 CU @ CO St 3-2s3","CU","CO St","CU 23","TRUE","TRUE",3,0,3,0,4,28,6,6,38
"971","230915 CU @ CO St 3-2s4","CO St","CU","23","FALSE","FALSE",3,2,6,0,5,33,5,11,43
"972","230915 CU @ CO St 3-2s4","CU","CO St","CU 23","TRUE","TRUE",3,2,6,0,5,33,5,11,43
"973","230915 CU @ CO St 3-2s5","CO St","CU","23","FALSE","FALSE",4,0,1,0,2,19,2,5,23
"974","230915 CU @ CO St 3-2s5","CU","CO St","CU 23","TRUE","TRUE",4,0,1,0,2,19,2,5,23
"975","230917 CU vs Den 3-1s1","CU","Den","CU 23","TRUE","FALSE",5,0,5,0,3,28,4,10,35
"976","230917 CU vs Den 3-1s1","Den","CU","23","FALSE","TRUE",5,0,5,0,3,28,4,10,35
"977","230917 CU vs Den 3-1s2","CU","Den","CU 23","TRUE","TRUE",7,0,3,0,2,26,8,10,36
"978","230917 CU vs Den 3-1s2","Den","CU","23","FALSE","FALSE",7,0,3,0,2,26,8,10,36
"979","230917 CU vs Den 3-1s3","CU","Den","CU 23","TRUE","TRUE",4,1,7,1,1,22,8,13,31
"980","230917 CU vs Den 3-1s3","Den","CU","23","FALSE","FALSE",4,1,7,1,1,22,8,13,31
"981","230917 CU vs Den 3-1s4","CU","Den","CU 23","TRUE","TRUE",0,0,7,0,3,25,8,7,36
"982","230917 CU vs Den 3-1s4","Den","CU","23","FALSE","FALSE",0,0,7,0,3,25,8,7,36
"983","230921 CU vs UT 3-1s1","CU","UT","CU 23","TRUE","TRUE",3,0,5,0,4,22,6,8,32
"984","230921 CU vs UT 3-1s1","UT","CU","23","FALSE","FALSE",3,0,5,0,4,22,6,8,32
"985","230921 CU vs UT 3-1s2","CU","UT","CU 23","TRUE","TRUE",3,0,8,0,3,21,8,11,32
"986","230921 CU vs UT 3-1s2","UT","CU","23","FALSE","FALSE",3,0,8,0,3,21,8,11,32
"987","230921 CU vs UT 3-1s3","CU","UT","CU 23","TRUE","FALSE",6,1,5,1,5,34,6,13,45
"988","230921 CU vs UT 3-1s3","UT","CU","23","FALSE","TRUE",6,1,5,1,5,34,6,13,45
"989","230921 CU vs UT 3-1s4","CU","UT","CU 23","TRUE","TRUE",7,0,13,0,3,17,4,20,24
"990","230921 CU vs UT 3-1s4","UT","CU","23","FALSE","FALSE",7,0,13,0,3,17,4,20,24
"991","230924 CU vs Stan 0-3s1","CU","Stan","CU 23","FALSE","FALSE",4,0,6,1,4,26,4,11,34
"992","230924 CU vs Stan 0-3s1","Stan","CU","23","TRUE","TRUE",4,0,6,1,4,26,4,11,34
"993","230924 CU vs Stan 0-3s2","CU","Stan","CU 23","FALSE","FALSE",4,1,3,0,2,27,9,8,38
"994","230924 CU vs Stan 0-3s2","Stan","CU","23","TRUE","TRUE",4,1,3,0,2,27,9,8,38
"995","230924 CU vs Stan 0-3s3","CU","Stan","CU 23","FALSE","FALSE",2,0,6,0,1,30,6,8,37
"996","230924 CU vs Stan 0-3s3","Stan","CU","23","TRUE","TRUE",2,0,6,0,1,30,6,8,37
"997","230929 CU @ UCLA 0-3s1","CU","UCLA","CU 23","FALSE","FALSE",5,0,6,0,4,22,11,11,37
"998","230929 CU @ UCLA 0-3s1","UCLA","CU","23","TRUE","TRUE",5,0,6,0,4,22,11,11,37
"999","230929 CU @ UCLA 0-3s2","CU","UCLA","CU 23","FALSE","FALSE",4,0,9,1,5,22,5,14,32
"1000","230929 CU @ UCLA 0-3s2","UCLA","CU","23","TRUE","TRUE",4,0,9,1,5,22,5,14,32
"1001","230929 CU @ UCLA 0-3s3","CU","UCLA","CU 23","FALSE","FALSE",2,1,5,1,3,27,3,9,33
"1002","230929 CU @ UCLA 0-3s3","UCLA","CU","23","TRUE","TRUE",2,1,5,1,3,27,3,9,33
"1003","231001 CU @ USC 1-3s1","CU","USC","CU 23","FALSE","TRUE",9,0,3,0,5,24,3,12,32
"1004","231001 CU @ USC 1-3s1","USC","CU","23","TRUE","FALSE",9,0,3,0,5,24,3,12,32
"1005","231001 CU @ USC 1-3s2","CU","USC","CU 23","FALSE","FALSE",5,0,5,0,5,21,5,10,31
"1006","231001 CU @ USC 1-3s2","USC","CU","23","TRUE","TRUE",5,0,5,0,5,21,5,10,31
"1007","231001 CU @ USC 1-3s3","CU","USC","CU 23","FALSE","FALSE",7,0,7,0,2,26,3,14,31
"1008","231001 CU @ USC 1-3s3","USC","CU","23","TRUE","TRUE",7,0,7,0,2,26,3,14,31
"1009","231001 CU @ USC 1-3s4","CU","USC","CU 23","FALSE","FALSE",7,0,3,1,2,24,3,11,29
"1010","231001 CU @ USC 1-3s4","USC","CU","23","TRUE","TRUE",7,0,3,1,2,24,3,11,29
"1011","231006 CU vs OR 0-3s1","CU","OR","CU 23","FALSE","FALSE",3,0,7,1,2,22,8,11,32
"1012","231006 CU vs OR 0-3s1","OR","CU","23","TRUE","TRUE",3,0,7,1,2,22,8,11,32
"1013","231006 CU vs OR 0-3s2","CU","OR","CU 23","FALSE","FALSE",5,1,3,0,1,25,9,9,35
"1014","231006 CU vs OR 0-3s2","OR","CU","23","TRUE","TRUE",5,1,3,0,1,25,9,9,35
"1015","231006 CU vs OR 0-3s3","CU","OR","CU 23","FALSE","FALSE",2,0,3,0,3,33,5,5,41
"1016","231006 CU vs OR 0-3s3","OR","CU","23","TRUE","TRUE",2,0,3,0,3,33,5,5,41
"1017","231008 CU vs OR St 3-2s1","CU","OR St","CU 23","TRUE","FALSE",3,2,3,0,2,28,3,8,33
"1018","231008 CU vs OR St 3-2s1","OR St","CU","23","FALSE","TRUE",3,2,3,0,2,28,3,8,33
"1019","231008 CU vs OR St 3-2s2","CU","OR St","CU 23","TRUE","TRUE",5,1,2,1,7,22,8,9,37
"1020","231008 CU vs OR St 3-2s2","OR St","CU","23","FALSE","FALSE",5,1,2,1,7,22,8,9,37
"1021","231008 CU vs OR St 3-2s3","CU","OR St","CU 23","TRUE","TRUE",4,2,5,0,2,25,6,11,33
"1022","231008 CU vs OR St 3-2s3","OR St","CU","23","FALSE","FALSE",4,2,5,0,2,25,6,11,33
"1023","231008 CU vs OR St 3-2s4","CU","OR St","CU 23","TRUE","FALSE",3,1,3,0,1,31,6,7,38
"1024","231008 CU vs OR St 3-2s4","OR St","CU","23","FALSE","TRUE",3,1,3,0,1,31,6,7,38
"1025","231008 CU vs OR St 3-2s5","CU","OR St","CU 23","TRUE","TRUE",2,0,1,0,1,17,5,3,23
"1026","231008 CU vs OR St 3-2s5","OR St","CU","23","FALSE","FALSE",2,0,1,0,1,17,5,3,23
"1027","231013 CU @ WA 0-3s1","CU","WA","CU 23","FALSE","FALSE",6,0,3,0,5,29,3,9,37
"1028","231013 CU @ WA 0-3s1","WA","CU","23","TRUE","TRUE",6,0,3,0,5,29,3,9,37
"1029","231013 CU @ WA 0-3s2","CU","WA","CU 23","FALSE","FALSE",5,1,3,0,2,28,4,9,34
"1030","231013 CU @ WA 0-3s2","WA","CU","23","TRUE","TRUE",5,1,3,0,2,28,4,9,34
"1031","231013 CU @ WA 0-3s3","CU","WA","CU 23","FALSE","FALSE",3,1,7,0,6,23,4,11,33
"1032","231013 CU @ WA 0-3s3","WA","CU","23","TRUE","TRUE",3,1,7,0,6,23,4,11,33
"1033","231015 CU @ WA St 0-3s1","CU","WA St","CU 23","FALSE","FALSE",8,0,6,0,1,24,9,14,34
"1034","231015 CU @ WA St 0-3s1","WA St","CU","23","TRUE","TRUE",8,0,6,0,1,24,9,14,34
"1035","231015 CU @ WA St 0-3s2","CU","WA St","CU 23","FALSE","FALSE",8,0,7,0,3,21,5,15,29
"1036","231015 CU @ WA St 0-3s2","WA St","CU","23","TRUE","TRUE",8,0,7,0,3,21,5,15,29
"1037","231015 CU @ WA St 0-3s3","CU","WA St","CU 23","FALSE","FALSE",4,3,3,0,1,25,6,10,32
"1038","231015 CU @ WA St 0-3s3","WA St","CU","23","TRUE","TRUE",4,3,3,0,1,25,6,10,32
"1039","231020 CU vs AZ 3-0s1","AZ","CU","23","FALSE","FALSE",6,0,10,0,3,26,1,16,30
"1040","231020 CU vs AZ 3-0s1","CU","AZ","CU 23","TRUE","TRUE",6,0,10,0,3,26,1,16,30
"1041","231020 CU vs AZ 3-0s2","AZ","CU","23","FALSE","FALSE",4,0,6,0,1,22,8,10,31
"1042","231020 CU vs AZ 3-0s2","CU","AZ","CU 23","TRUE","TRUE",4,0,6,0,1,22,8,10,31
"1043","231020 CU vs AZ 3-0s3","AZ","CU","23","FALSE","FALSE",5,1,6,0,2,24,3,12,29
"1044","231020 CU vs AZ 3-0s3","CU","AZ","CU 23","TRUE","TRUE",5,1,6,0,2,24,3,12,29
"1045","231022 CU vs AZ St 3-0s1","AZ St","CU","23","FALSE","FALSE",2,1,5,0,6,31,7,8,44
"1046","231022 CU vs AZ St 3-0s1","CU","AZ St","CU 23","TRUE","TRUE",2,1,5,0,6,31,7,8,44
"1047","231022 CU vs AZ St 3-0s2","AZ St","CU","23","FALSE","FALSE",2,0,7,0,2,28,4,9,34
"1048","231022 CU vs AZ St 3-0s2","CU","AZ St","CU 23","TRUE","TRUE",2,0,7,0,2,28,4,9,34
"1049","231022 CU vs AZ St 3-0s3","AZ St","CU","23","FALSE","FALSE",5,0,6,3,1,28,7,14,36
"1050","231022 CU vs AZ St 3-0s3","CU","AZ St","CU 23","TRUE","TRUE",5,0,6,3,1,28,7,14,36
"1051","231027 CU vs USC 3-2s1","CU","USC","CU 23","TRUE","FALSE",4,0,11,0,2,25,4,15,31
"1052","231027 CU vs USC 3-2s1","USC","CU","23","FALSE","TRUE",4,0,11,0,2,25,4,15,31
"1053","231027 CU vs USC 3-2s2","CU","USC","CU 23","TRUE","TRUE",2,0,5,0,9,28,2,7,39
"1054","231027 CU vs USC 3-2s2","USC","CU","23","FALSE","FALSE",2,0,5,0,9,28,2,7,39
"1055","231027 CU vs USC 3-2s3","CU","USC","CU 23","TRUE","FALSE",7,0,4,0,3,26,4,11,33
"1056","231027 CU vs USC 3-2s3","USC","CU","23","FALSE","TRUE",7,0,4,0,3,26,4,11,33
"1057","231027 CU vs USC 3-2s4","CU","USC","CU 23","TRUE","TRUE",3,0,8,1,2,28,6,12,36
"1058","231027 CU vs USC 3-2s4","USC","CU","23","FALSE","FALSE",3,0,8,1,2,28,6,12,36
"1059","231027 CU vs USC 3-2s5","CU","USC","CU 23","TRUE","TRUE",3,1,6,1,2,14,1,11,17
"1060","231027 CU vs USC 3-2s5","USC","CU","23","FALSE","FALSE",3,1,6,1,2,14,1,11,17
"1061","231029 CU vs UCLA 0-3s1","CU","UCLA","CU 23","FALSE","FALSE",7,1,5,0,3,30,6,13,39
"1062","231029 CU vs UCLA 0-3s1","UCLA","CU","23","TRUE","TRUE",7,1,5,0,3,30,6,13,39
"1063","231029 CU vs UCLA 0-3s2","CU","UCLA","CU 23","FALSE","FALSE",4,0,4,0,4,27,6,8,37
"1064","231029 CU vs UCLA 0-3s2","UCLA","CU","23","TRUE","TRUE",4,0,4,0,4,27,6,8,37
"1065","231029 CU vs UCLA 0-3s3","CU","UCLA","CU 23","FALSE","FALSE",5,0,6,0,1,28,6,11,35
"1066","231029 CU vs UCLA 0-3s3","UCLA","CU","23","TRUE","TRUE",5,0,6,0,1,28,6,11,35
"1067","231103 CU @ OR St 3-2s1","CU","OR St","CU 23","TRUE","FALSE",2,1,3,0,3,25,8,6,36
"1068","231103 CU @ OR St 3-2s1","OR St","CU","23","FALSE","TRUE",2,1,3,0,3,25,8,6,36
"1069","231103 CU @ OR St 3-2s2","CU","OR St","CU 23","TRUE","TRUE",4,1,6,0,3,31,3,11,37
"1070","231103 CU @ OR St 3-2s2","OR St","CU","23","FALSE","FALSE",4,1,6,0,3,31,3,11,37
"1071","231103 CU @ OR St 3-2s3","CU","OR St","CU 23","TRUE","FALSE",4,2,2,1,0,28,9,9,37
"1072","231103 CU @ OR St 3-2s3","OR St","CU","23","FALSE","TRUE",4,2,2,1,0,28,9,9,37
"1073","231103 CU @ OR St 3-2s4","CU","OR St","CU 23","TRUE","TRUE",3,1,6,0,5,21,7,10,33
"1074","231103 CU @ OR St 3-2s4","OR St","CU","23","FALSE","FALSE",3,1,6,0,5,21,7,10,33
"1075","231103 CU @ OR St 3-2s5","CU","OR St","CU 23","TRUE","TRUE",0,3,3,0,1,11,6,6,18
"1076","231103 CU @ OR St 3-2s5","OR St","CU","23","FALSE","FALSE",0,3,3,0,1,11,6,6,18
"1077","231105 CU @ OR 1-3s1","CU","OR","CU 23","FALSE","FALSE",0,0,6,0,6,17,3,6,26
"1078","231105 CU @ OR 1-3s1","OR","CU","23","TRUE","TRUE",0,0,6,0,6,17,3,6,26
"1079","231105 CU @ OR 1-3s2","CU","OR","CU 23","FALSE","TRUE",2,0,3,0,6,35,4,5,45
"1080","231105 CU @ OR 1-3s2","OR","CU","23","TRUE","FALSE",2,0,3,0,6,35,4,5,45
"1081","231105 CU @ OR 1-3s3","CU","OR","CU 23","FALSE","FALSE",4,1,5,2,0,30,3,12,33
"1082","231105 CU @ OR 1-3s3","OR","CU","23","TRUE","TRUE",4,1,5,2,0,30,3,12,33
"1083","231105 CU @ OR 1-3s4","CU","OR","CU 23","FALSE","FALSE",3,0,5,0,4,21,1,8,26
"1084","231105 CU @ OR 1-3s4","OR","CU","23","TRUE","TRUE",3,0,5,0,4,21,1,8,26
"1085","231109 CU @ AZ St 1-3s1","AZ St","CU","23","TRUE","FALSE",9,0,4,2,4,25,2,15,31
"1086","231109 CU @ AZ St 1-3s1","CU","AZ St","CU 23","FALSE","TRUE",9,0,4,2,4,25,2,15,31
"1087","231109 CU @ AZ St 1-3s2","AZ St","CU","23","TRUE","TRUE",7,0,8,0,4,22,5,15,31
"1088","231109 CU @ AZ St 1-3s2","CU","AZ St","CU 23","FALSE","FALSE",7,0,8,0,4,22,5,15,31
"1089","231109 CU @ AZ St 1-3s3","AZ St","CU","23","TRUE","TRUE",3,5,9,0,4,18,7,17,29
"1090","231109 CU @ AZ St 1-3s3","CU","AZ St","CU 23","FALSE","FALSE",3,5,9,0,4,18,7,17,29
"1091","231109 CU @ AZ St 1-3s4","AZ St","CU","23","TRUE","TRUE",2,0,4,0,3,30,2,6,35
"1092","231109 CU @ AZ St 1-3s4","CU","AZ St","CU 23","FALSE","FALSE",2,0,4,0,3,30,2,6,35
"1093","231111 CU @ AZ 2-3s1","AZ","CU","23","TRUE","TRUE",7,1,7,0,3,24,4,15,31
"1094","231111 CU @ AZ 2-3s1","CU","AZ","CU 23","FALSE","FALSE",7,1,7,0,3,24,4,15,31
"1095","231111 CU @ AZ 2-3s2","AZ","CU","23","TRUE","FALSE",7,1,6,1,2,27,3,15,32
"1096","231111 CU @ AZ 2-3s2","CU","AZ","CU 23","FALSE","TRUE",7,1,6,1,2,27,3,15,32
"1097","231111 CU @ AZ 2-3s3","AZ","CU","23","TRUE","FALSE",5,0,5,0,4,31,1,10,36
"1098","231111 CU @ AZ 2-3s3","CU","AZ","CU 23","FALSE","TRUE",5,0,5,0,4,31,1,10,36
"1099","231111 CU @ AZ 2-3s4","AZ","CU","23","TRUE","TRUE",6,1,6,0,1,32,4,13,37
"1100","231111 CU @ AZ 2-3s4","CU","AZ","CU 23","FALSE","FALSE",6,1,6,0,1,32,4,13,37
"1101","231111 CU @ AZ 2-3s5","AZ","CU","23","TRUE","TRUE",3,0,2,1,0,18,3,6,21
"1102","231111 CU @ AZ 2-3s5","CU","AZ","CU 23","FALSE","FALSE",3,0,2,1,0,18,3,6,21
